"","Player","Position","Injury","Game Status","Team","Week"
"810","Damarious Randall","DB","Heel","Questionable","Cleveland Browns",4
"910","Tyrod Taylor","QB","Concussion/Back","Questionable","Cleveland Browns",4
"211","Giovani Bernard","HB","Thigh","Not Listed","Cincinnati Bengals",4
"311","Preston Brown","LB","Ankle","Not Listed","Cincinnati Bengals",4
"411","Darqueze Dennard","CB","Calf","Not Listed","Cincinnati Bengals",4
"511","Tyler Eifert","TE","Back","Not Listed","Cincinnati Bengals",4
"611","Cordy Glenn","OT","Knee","Not Listed","Cincinnati Bengals",4
"711","A.J. Green","WR","Pelvis","Not Listed","Cincinnati Bengals",4
"811","Michael Johnson","DE","Knee","Not Listed","Cincinnati Bengals",4
"911","Dre Kirkpatrick","CB","Groin/Back","Not Listed","Cincinnati Bengals",4
"109","Joe Mixon","HB","Knee","Out","Cincinnati Bengals",4
"116","Billy Price","C","Foot","Out","Cincinnati Bengals",4
"212","Eric Berry","DB","Heel","Doubtful","Kansas City Chiefs",4
"312","Dee Ford","LB","Groin","Not Listed","Kansas City Chiefs",4
"412","Demetrius Harris","TE","Shoulder","Not Listed","Kansas City Chiefs",4
"512","Justin Houston","LB","Not Injury Related","Not Listed","Kansas City Chiefs",4
"612","Jarvis Jenkins","DL","Elbow","Not Listed","Kansas City Chiefs",4
"712","Ben Niemann","LB","Hamstring","Not Listed","Kansas City Chiefs",4
"812","Derrick Nnadi","DL","Elbow","Not Listed","Kansas City Chiefs",4
"912","Ron Parker","DB","Shoulder","Not Listed","Kansas City Chiefs",4
"1010","Terrance Smith","LB","Shin","Not Listed","Kansas City Chiefs",4
"117","Spencer Ware","RB","Knee","Not Listed","Kansas City Chiefs",4
"213","Keenan Allen","WR","Knee/Tooth","Questionable","Los Angeles Chargers",4
"313","Travis Benjamin","WR","Foot","Questionable","Los Angeles Chargers",4
"413","Joey Bosa","DE","Foot","Out","Los Angeles Chargers",4
"513","Russell Okung","T","Knee","Not Listed","Los Angeles Chargers",4
"613","Derek Watt","FB","Thumb","Not Listed","Los Angeles Chargers",4
"713","Kyzir White","LB","Knee","Out","Los Angeles Chargers",4
"214","Tramaine Brock","DB","Thigh","Doubtful","Denver Broncos",4
"314","Jake Butt","TE","Knee","Out","Denver Broncos",4
"414","Shelby Harris","NT","Ankle","Not Listed","Denver Broncos",4
"514","Case Keenum","QB","Knee","Not Listed","Denver Broncos",4
"614","Brandon Marshall","ILB","Knee","Questionable","Denver Broncos",4
"714","Shane Ray","OLB","Wrist","Not Listed","Denver Broncos",4
"813","Dymonte Thomas","S","Abdomen","Questionable","Denver Broncos",4
"913","Isaac Yiadom","CB","Knee","Not Listed","Denver Broncos",4
"215","P.J. Hall","DT","Ankle","Questionable","Oakland Raiders",4
"315","Rodney Hudson","C","Ankle","Not Listed","Oakland Raiders",4
"415","Bruce Irvin","DE","Knee","Not Listed","Oakland Raiders",4
"515","Gabe Jackson","G","Pectoral","Not Listed","Oakland Raiders",4
"615","Karl Joseph","S","Hamstring","Out","Oakland Raiders",4
"715","Arden Key","DE","Groin","Not Listed","Oakland Raiders",4
"814","Marshawn Lynch","RB","Shoulder","Not Listed","Oakland Raiders",4
"914","Nick Nelson","CB","Hamstring","Not Listed","Oakland Raiders",4
"1011","Brandon Parker","T","Ankle","Not Listed","Oakland Raiders",4
"118","Donald Penn","T","Concussion","Not Listed","Oakland Raiders",4
"125","Dominique Rodgers-Cromartie","CB","Hamstring","Questionable","Oakland Raiders",4
"216","Cole Beasley","WR","Ankle","Questionable","Dallas Cowboys",4
"316","Maliek Collins","DT","Knee","Out","Dallas Cowboys",4
"416","Travis Frederick","C","Illness","Out","Dallas Cowboys",4
"516","Jeff Heath","S","Ankle","Not Listed","Dallas Cowboys",4
"616","Demarcus Lawrence","DE","Shoulder","Not Listed","Dallas Cowboys",4
"716","Sean Lee","LB","Hamstring","Out","Dallas Cowboys",4
"815","Terrance Williams","WR","Not Injury Related","Not Listed","Dallas Cowboys",4
"915","Antwaun Woods","DT","Groin","Questionable","Dallas Cowboys",4
"1012","Xavier Woods","S","Hamstring","Not Listed","Dallas Cowboys",4
"217","Jay Ajayi","RB","Back","Not Listed","Philadelphia Eagles",4
"317","Michael Bennett","DE","Illness","Not Listed","Philadelphia Eagles",4
"417","Corey Clement","RB","Quadricep","Questionable","Philadelphia Eagles",4
"517","Nathan Gerry","LB","Groin","Questionable","Philadelphia Eagles",4
"617","Alshon Jeffery","WR","Shoulder, Illness","Questionable","Philadelphia Eagles",4
"717","Jordan Matthews","WR","Hamstring","Not Listed","Philadelphia Eagles",4
"816","Rodney McLeod","S","Knee","Out","Philadelphia Eagles",4
"916","Darren Sproles","RB","Hamstring","Out","Philadelphia Eagles",4
"218","Connor Barwin","LB","Knee","(-)","New York Giants",4
"318","Evan Engram","TE","Knee","OUT","New York Giants",4
"418","Antonio Hamilton","CB","Groin","QUESTIONABLE","New York Giants",4
"518","Cody Latimer","WR","Knee","OUT","New York Giants",4
"618","Jonathan Stewart","RB","Foot","OUT","New York Giants",4
"718","Olivier Vernon","OLB","Ankle","OUT","New York Giants",4
"219","Terron Armstead","T","Knee","Not Listed","New Oleans Saints",4
"319","Marcus Davenport","DE","Hip","Questionable","New Oleans Saints",4
"419","Tyeler Davison","DT","Foot","Not Listed","New Oleans Saints",4
"519","Ted Ginn Jr.","WR","Knee","Not Listed","New Oleans Saints",4
"619","Cameron Jordan","DE","Biceps","Not Listed","New Oleans Saints",4
"719","Alvin Kamara","RB","Knee","Not Listed","New Oleans Saints",4
"817","Cameron Meredith","WR","Knee","Not Listed","New Oleans Saints",4
"917","Andrus Peat","T","Ankle","Not Listed","New Oleans Saints",4
"1013","Manti Te'o","LB","Knee","Out","New Oleans Saints",4
"220","Beau Allen","DT","Foot","Out","Tampa Bay Buccaneers",4
"320","Carlton Davis","CB","Groin","Questionable","Tampa Bay Buccaneers",4
"420","Demar Dotson","T","Knee","Not Listed","Tampa Bay Buccaneers",4
"520","Isaiah Johnson","S","Shoulder","Not Listed","Tampa Bay Buccaneers",4
"620","Gerald McCoy","DT","Biceps","Not Listed","Tampa Bay Buccaneers",4
"720","Vita Vea","DT","Calf","Questionable","Tampa Bay Buccaneers",4
"818","Jordan Whitehead","S","Shoulder/Hamstring","Questionable","Tampa Bay Buccaneers",4
"221","Prince Amukamara","CB","Hamstring","Out","Chicago Bears",4
"321","DeAndre Houston-Carson","FS","Forearm","Not Listed","Chicago Bears",4
"421","Anthony Miller","WR","Shoulder","Out","Chicago Bears",4
"222","Dalvin Cook","RB","Hamstring","Questionable","Minnesota Vikings",4
"322","Pat Elflein","C","Ankl","Not Listed","Minnesota Vikings",4
"422","Everson Griffen","DE","Knee/Not Injury Related","Out","Minnesota Vikings",4
"521","Anthony Harris","SS","Hamstring","Questionable","Minnesota Vikings",4
"621","Holton Hill","CB","Ankle","Not Listed","Minnesota Vikings",4
"721","Rashod Hill","T","Foot","Not Listed","Minnesota Vikings",4
"819","Tom Johnson","DT","Ankle","Questionable","Minnesota Vikings",4
"918","David Morgan","TE","Knee","Not Listed","Minnesota Vikings",4
"1014","Riley Reiff","T","Foot","Questionable","Minnesota Vikings",4
"119","Marcus Sherels","CB","Ribs","Out","Minnesota Vikings",4
"126","Trae Waynes","CB","Ankle","Not Listed","Minnesota Vikings",4
"223","Bryan Bulaga","T","Back","Not Listed","Green Bay Packers",4
"323","Randall Cobb","WR","Hamstring","Questionable","Green Bay Packers",4
"423","Jimmy Graham","TE","Knee","Not Listed","Green Bay Packers",4
"522","Josh Jones","S","Ankle","Questionable","Green Bay Packers",4
"622","Kevin King","CB","Groin","Questionable","Green Bay Packers",4
"722","Justin McCray","G","Shoulder","Doubtful","Green Bay Packers",4
"820","Nick Perry","LB","Concussion","Questionable","Green Bay Packers",4
"919","Aaron Rodgers","QB","Knee","Questionable","Green Bay Packers",4
"224","Ezekiel Ansah","DE","shoulder","Out","Detroit Lions",4
"324","Jarrad Davis","LB","knee","Questionable","Detroit Lions",4
"424","Andrew Donnal","OL","knee","Not Listed","Detroit Lions",4
"523","T.J. Lang","G","back","Not Listed","Detroit Lions",4
"623","Frank Ragnow","OL","knee","Not Listed","Detroit Lions",4
"723","Michael Roberts","TE","knee","Out","Detroit Lions",4
"225","Mark Barron","ILB","Ankle","Doubtful","Los Angeles Rams",4
"325","Dominique Easley","OLB","Knee","Questionable","Los Angeles Rams",4
"425","JoJo Natson","WR","Hand","Out","Los Angeles Rams",4
"524","Marcus Peters","CB","Calf","Questionable","Los Angeles Rams",4
"624","Greg Zuerlein","K","Groin","Out","Los Angeles Rams",4
"226","Doug Baldwin","WR","Knee","Questionable","Seattle Seahawks",4
"326","Justin Britt","C","Shoulder","Not Listed","Seattle Seahawks",4
"426","Chris Carson","RB","Hip","Questionable","Seattle Seahawks",4
"525","D.J. Fluker","G/T","Knee","Not Listed","Seattle Seahawks",4
"625","Rasheem Green","DE","Ankle","Out","Seattle Seahawks",4
"724","Delano Hill","SS","Hamstring","Questionable","Seattle Seahawks",4
"821","Joey Hunt","C","Hip","Not Listed","Seattle Seahawks",4
"920","Dion Jordan","DE","Hip","Questionable","Seattle Seahawks",4
"1015","Ethan Pocic","C/G","Ankle","Doubtful","Seattle Seahawks",4
"1110","C.J. Prosise","RB","Abdomen","Doubtful","Seattle Seahawks",4
"127","Shamar Stephen","DT","Foot","Not Listed","Seattle Seahawks",4
"134","Earl Thomas","FS","NIR","Not Listed","Seattle Seahawks",4
"141","Bobby Wagner","LB","Groin","Not Listed","Seattle Seahawks",4
"15","Russell Wilson","QB","Hamstring","Not Listed","Seattle Seahawks",4
"16","K.J. Wright","LB","Knee","Out","Seattle Seahawks",4
"227","Matt Breida","RB","Knee","Questionable","San Francisco 49ers",4
"327","Adrian Colbert","DB","Hip","Questionable","San Francisco 49ers",4
"427","Antone Exum Jr.","DB","Quadricep","Questionable","San Francisco 49ers",4
"526","Joshua Garnett","G","Toe","Out","San Francisco 49ers",4
"626","Marquise Goodwin","WR","Quadricep","Not Listed","San Francisco 49ers",4
"725","Alfred Morris","RB","Knee","Questionable","San Francisco 49ers",4
"822","Mike Person","OL","Knee","Not Listed","San Francisco 49ers",4
"921","Richard Sherman","CB","Calf","Out","San Francisco 49ers",4
"1016","Joe Staley","T","Not Injury Related","Not Listed","San Francisco 49ers",4
"1111","Jaquiski Tartt","S","Shoulder","Doubtful","San Francisco 49ers",4
"128","Ahkello Witherspoon","CB","Ankle, Hip","Not Listed","San Francisco 49ers",4
"1","Korey Cunningham","OL","Thumb","Not Listed","Arizona Cardinals",4
"228","Phil Dawson","K","Not-Injury Related","Not Listed","Arizona Cardinals",4
"328","Larry Fitzgerald","WR","Hamstring","Questionable","Arizona Cardinals",4
"428","Rudy Ford","S","Ankle","Not Listed","Arizona Cardinals",4
"527","Dennis Gardeck","LB","Ankle","Not Listed","Arizona Cardinals",4
"627","Markus Golden","DE","Knee","Not Listed","Arizona Cardinals",4
"726","Jermaine Gresham","TE","Achilles","Not Listed","Arizona Cardinals",4
"823","Benson Mayowa","DE","Ankle","Not Listed","Arizona Cardinals",4
"922","Robert Nkemdiche","DT","Knee","Questionable","Arizona Cardinals",4
"1017","Corey Peters","DT","Elbow","Questionable","Arizona Cardinals",4
"1112","Olsen Pierre","DT","Toe","Questionable","Arizona Cardinals",4
"129","Chad Williams","WR","Illness","Not Listed","Arizona Cardinals",4
