"","Player","Position","Injury","Game Status","Team","Week"
"163","Brandon Scherff","G","Knee","Not Listed","Washington Redskins",9
"171","Chris Thompson","RB","Rib","Out","Washington Redskins",9
"18","Trent Williams","T","Thumb/Shoulder","Out","Washington Redskins",9
"215","Marcus Davenport","DE","Toe","Out","New Oleans Saints",9
"315","Alvin Kamara","RB","Illness","Not Listed","New Oleans Saints",9
"415","Mitchell Loewen","DL","Neck","Not Listed","New Oleans Saints",9
"216","Mike Adams","S","Rest","Not Listed","Carolina Panthers",9
"316","Rashaan Gaulden","S","Ankle","Not Listed","Carolina Panthers",9
"416","Cam Newton","QB","Right Shoulder","Not Listed","Carolina Panthers",9
"515","Greg Olsen","TE","Foot","Not Listed","Carolina Panthers",9
"614","Julius Peppers","DE","Rest","Not Listed","Carolina Panthers",9
"714","Andre Smith","LB","Hamstring","Not Listed","Carolina Panthers",9
"811","Torrey Smith","WR","Knee","Out","Carolina Panthers",9
"217","Peyton Barber","RB","Ankle","Not Listed","Tampa Bay Buccaneers",9
"317","Vinny Curry","DE","Ankle","Questionable","Tampa Bay Buccaneers",9
"417","Evan Smith","OL","Hip","Out","Tampa Bay Buccaneers",9
"516","Demar Dotson","T","Knee/Shoulder","Not Listed","Tampa Bay Buccaneers",9
"615","Mike Evans","WR","Knee","Not Listed","Tampa Bay Buccaneers",9
"715","Ronald Jones","RB","Hamstring","Out","Tampa Bay Buccaneers",9
"812","Gerald McCoy","DT","Calf/Not Injury Related","Questionable","Tampa Bay Buccaneers",9
"911","Jason Pierre-Paul","DE","Ribs/Foot","Not Listed","Tampa Bay Buccaneers",9
"1010","M.J. Stewart","CB","Foot","Out","Tampa Bay Buccaneers",9
"218","Ben Braunecker","TE","Concussion","Out","Chicago Bears",9
"318","Taylor Gabriel","WR","Knee","Not Listed","Chicago Bears",9
"418","Eric Kush","OG","Neck","Not Listed","Chicago Bears",9
"517","Kyle Long","OG","Foot","Out","Chicago Bears",9
"616","Khalil Mack","LB","Ankle","Questionable","Chicago Bears",9
"716","Bilal Nichols","DT","Knee","Questionable","Chicago Bears",9
"813","Allen Robinson II","WR","Groin","Questionable","Chicago Bears",9
"219","Anthony Barr","LB","Hamstring","Out","Minnesota Vikings",9
"319","Tom Compton","G","Knee","Out","Minnesota Vikings",9
"419","Dalvin Cook","RB","Hamstring","Questionable","Minnesota Vikings",9
"518","Stefon Diggs","WR","Rib","Questionable","Minnesota Vikings",9
"617","Linval Joseph","DT","Ankle/Knee","Not Listed","Minnesota Vikings",9
"717","Riley Reiff","T","Foot","Questionable","Minnesota Vikings",9
"814","Xavier Rhodes","CB","Foot","Questionable","Minnesota Vikings",9
"912","Andrew Sendejo","S","Groin","Questionable","Minnesota Vikings",9
"1011","Roc Thomas","RB","Hamstring","Out","Minnesota Vikings",9
"220","Jaire Alexander","CB","Groin","Not Listed","Green Bay Packers",9
"320","Geronimo Allison","WR","Hamstring/Groin","Doubtful","Green Bay Packers",9
"420","Bryan Bulaga","T","Knee","Not Listed","Green Bay Packers",9
"519","Randall Cobb","WR","Hamstring","Questionable","Green Bay Packers",9
"618","Jimmy Graham","TE","Knee","Not Listed","Green Bay Packers",9
"718","Corey Linsley","C","Knee","Not Listed","Green Bay Packers",9
"815","Nick Perry","LB","Ankle","Questionable","Green Bay Packers",9
"913","Aaron Rodgers","QB","Knee","Not Listed","Green Bay Packers",9
"1012","Equanimeous St. Brown","WR","Knee","Not Listed","Green Bay Packers",9
"221","Ezekiel Ansah","DE","shoulder","Questionable","Detroit Lions",9
"321","Taylor Decker","T","back","Not Listed","Detroit Lions",9
"421","Christian Jones","LB","knee","Not Listed","Detroit Lions",9
"520","T.J. Lang","G","hip","Questionable","Detroit Lions",9
"619","Jalen Reeves-Maybin","LB","neck/toe","Doubtful","Detroit Lions",9
"719","Theo Riddick","RB","knee","Not Listed","Detroit Lions",9
"816","Darius Slay","CB","kne","Questionable","Detroit Lions",9
"222","Doug Baldwin","WR","Knee","Not Listed","Seattle Seahawks",9
"322","Duane Brown","T","Knee","Not Listed","Seattle Seahawks",9
"422","Chris Carson","RB","Hip","Questionable","Seattle Seahawks",9
"521","D.J. Fluker","G/T","Foot","Not Listed","Seattle Seahawks",9
"620","Rasheem Green","DE","Ankle","Not Listed","Seattle Seahawks",9
"720","Dion Jordan","DE","Knee","Not Listed","Seattle Seahawks",9
"817","Bradley McDougald","FS","Knee","Questionable","Seattle Seahawks",9
"914","Jarran Reed","DT","Hip","Not Listed","Seattle Seahawks",9
"1013","Jordan Simmons","G","Calf","Doubtful","Seattle Seahawks",9
"119","Shamar Stephen","DT","Foot","Not Listed","Seattle Seahawks",9
"127","Neiko Thorpe","CB","Groin","Doubtful","Seattle Seahawks",9
"137","K.J. Wright","LB","Knee","Questionable","Seattle Seahawks",9
"223","C.J. Beathard","QB","Right Wrist","Questionable","San Francisco 49ers",9
"323","Matt Breida","RB","Ankle","Questionable","San Francisco 49ers",9
"423","Antone Exum Jr.","DB","Concussion","Out","San Francisco 49ers",9
"522","Pierre Garçon","WR","Shoulder, Knee","Questionable","San Francisco 49ers",9
"621","Raheem Mostert","RB","Ankle","Questionable","San Francisco 49ers",9
"721","Mike Person","OL","Ankle","Not Listed","San Francisco 49ers",9
"818","Weston Richburg","C","Knee","Questionable","San Francisco 49ers",9
"915","Richard Sherman","CB","Calf, Heel","Questionable","San Francisco 49ers",9
"1014","Joe Staley","T","Ankle","Not Listed","San Francisco 49ers",9
"1110","Jaquiski Tartt","S","Shoulder","Out","San Francisco 49ers",9
