"","Player","Position","Injury","Game Status","Team","Week"
"122","Tedric Thompson","FS","Ankle","Not Listed","Seattle Seahawks",18
"23","Tavon Austin","WR","Groin","Questionable","Dallas Cowboys",18
"33","Tyrone Crawford","DL","Neck","Not Listed","Dallas Cowboys",18
"43","David Irving","DL","Ankle","Out","Dallas Cowboys",18
"53","Sean Lee","LB","Hamstring","Not Listed","Dallas Cowboys",18
"63","Zack Martin","G","Knee","Not Listed","Dallas Cowboys",18
"73","Tyron Smith","T","Neck","Not Listed","Dallas Cowboys",18
"83","Xavier Su'a-Filo","G","Ankle","Not Listed","Dallas Cowboys",18
"93","Darian Thompson","S","Groin","Questionable","Dallas Cowboys",18
"24","Jahleel Addae","S","Shoulder","Not Listed","Los Angeles Chargers",18
"34","Jatavis Brown","OLB","Ankle","Out","Los Angeles Chargers",18
"44","Austin Ekeler","RB","Groin","Questionable","Los Angeles Chargers",18
"54","Dan Feeney","G","Knee","Not Listed","Los Angeles Chargers",18
"64","Melvin Gordon III","RB","Ankle","Not Listed","Los Angeles Chargers",18
"74","Brandon Mebane","NT","Not Injury Related","Doubtful","Los Angeles Chargers",18
"84","Sam Tevi","T","Groin","Not Listed","Los Angeles Chargers",18
"25","Alex Lewis","G/T","Shoulder","Questionable","Baltimore Ravens",18
"35","Chris Moore","WR","Shoulder","Questionable","Baltimore Ravens",18
"45","Terrell Suggs","OLB","NIR","Not Listed","Baltimore Ravens",18
"55","Tavon Young","CB","Groin","Questionable","Baltimore Ravens",18
"65","Marshal Yanda","G/T","NIR","Not Listed","Baltimore Ravens",18
"26","D.J. Alexander","LB","Hamstring","Out","Philadelphia Eagles",18
"36","Michael Bennett","DE","Foot","Questionable","Philadelphia Eagles",18
"46","Fletcher Cox","DT","Knee","Not Listed","Philadelphia Eagles",18
"56","Nick Foles","QB","Ribs","Not Listed","Philadelphia Eagles",18
"66","Sidney Jones","CB","Hamstring","Out","Philadelphia Eagles",18
"75","Jason Kelce","C","Knee","Not Listed","Philadelphia Eagles",18
"85","Avonte Maddox","CB","Oblique","Questionable","Philadelphia Eagles",18
"94","Jason Peters","T","Quadricep","Questionable","Philadelphia Eagles",18
"103","Isaac Seumalo","OL","Chest","Questionable","Philadelphia Eagles",18
"113","Wendell Smallwood","RB","Hand","Not Listed","Philadelphia Eagles",18
"123","Mike Wallace","WR","Ankle","Out","Philadelphia Eagles",18
"132","Carson Wentz","QB","Back","Out","Philadelphia Eagles",18
"27","Taylor Gabriel","WR","Ribs","Not Listed","Chicago Bears",18
"37","DeAndre Houston-Carson","FS","Ribs","Questionable","Chicago Bears",18
"47","Eddie Jackson","FS","Ankle","Questionable","Chicago Bears",18
"57","Kyle Long","OG","Non-injury/resting veteran","Not Listed","Chicago Bears",18
"67","Aaron Lynch","LB","Elbow","Doubtful","Chicago Bears",18
"76","Anthony Miller","WR","Shoulder","Not Listed","Chicago Bears",18
"86","Bilal Nichols","DT","Knee","Questionable","Chicago Bears",18
"95","Allen Robinson II","WR","Ribs","Not Listed","Chicago Bears",18
