"","Player","Position","Injury","Game Status","Team","Week"
"25","Anthony Castonzo","T","Kne","Not Listed","Indianapolis Colts",1
"35","Eric Ebron","TE","Not Injury Related (Rest)","Not Listed","Indianapolis Colts",1
"45","Daurice Fountain","WR","Ankle","Not Listed","Indianapolis Colts",1
"54","Clayton Geathers","S","Knee","Questionable","Indianapolis Colts",1
"64","Ryan Grant","WR","Toe","Out","Indianapolis Colts",1
"74","T.Y. Hilton","WR","Ankle","Questionable","Indianapolis Colts",1
"82","Malik Hooker","S","Hip","Not Listed","Indianapolis Colts",1
"92","Dontrelle Inman","WR","Shoulder/Finger","Questionable","Indianapolis Colts",1
"102","Ryan Kelly","C","Neck","Not Listed","Indianapolis Colts",1
"112","Darius Leonard","LB","Ankle","Not Listed","Indianapolis Colts",1
"122","Tyquan Lewis","DT/DE","Knee","Out","Indianapolis Colts",1
"132","Zach Pascal","WR","Knee","Questionable","Indianapolis Colts",1
"14","Jabaal Sheard","DE","Knee","Questionable","Indianapolis Colts",1
"15","Anthony Walker","LB","Shoulder","Not Listed","Indianapolis Colts",1
"16","J.J. Wilcox","S","Ankle","Questionable","Indianapolis Colts",1
"17","Jordan Wilkins","RB","Knee/Ankle","Not Listed","Indianapolis Colts",1
"26","Jack Conklin","OT","Knee","Out","Tennessee Titans",1
"36","Rashaan Evans","LB","Hamstring","Out","Tennessee Titans",1
"46","Harold Landry","OLB","Ankle","Out","Tennessee Titans",1
"55","Kendrick Lewis","S","Foot","Out","Tennessee Titans",1
"65","Derrick Morgan","LB","Knee","Not Listed","Tennessee Titans",1
"27","Cody Davis","S","Rib","Questionable","Jacksonville Jaguars",1
"37","Brandon Linder","OL","Knee","Not Listed","Jacksonville Jaguars",1
"47","Jermey Parnell","OL","Knee","Not Listed","Jacksonville Jaguars",1
"56","Jalen Ramsey","CB","Ankle","Not Listed","Jacksonville Jaguars",1
"66","Austin Seferian-Jenkins","TE","Core Muscle","Not Listed","Jacksonville Jaguars",1
"28","Vance McDonald","TE","Foot","Out","Pittsburgh Steelers",1
"29","Alex Lewis","G/T","Shoulder","Questionable","Baltimore Ravens",1
"38","Chris Moore","WR","Shoulder","Questionable","Baltimore Ravens",1
"48","Terrell Suggs","OLB","NIR","Not Listed","Baltimore Ravens",1
"57","Tavon Young","CB","Groin","Questionable","Baltimore Ravens",1
"67","Marshal Yanda","G/T","NIR","Not Listed","Baltimore Ravens",1
"210","Genard Avery","LB","Glute","Not Listed","Cleveland Browns",1
"39","Trevon Coley","DL","Ankle","Not Listed","Cleveland Browns",1
"49","Seth DeValve","TE","Quad","Not Listed","Cleveland Browns",1
"58","E.J. Gaines","DB","Knee","Out","Cleveland Browns",1
"68","Desmond Harrison","OL","Knee","Not Listed","Cleveland Browns",1
"75","Christian Kirksey","LB","Shoulder","Not Listed","Cleveland Browns",1
"83","Damarious Randall","DB","Knee","Not Listed","Cleveland Browns",1
"211","Cody Core","WR","Back","Doubtful","Cincinnati Bengals",1
"310","Tyler Eifert","TE","Back","Not Listed","Cincinnati Bengals",1
"410","Clayton Fejedelem","S","Calf","Not Listed","Cincinnati Bengals",1
"59","Cordy Glenn","OT","Shoulder","Not Listed","Cincinnati Bengals",1
"69","Tony McRae","CB","Ankle","Not Listed","Cincinnati Bengals",1
"76","Vincent Rey","LB","Ankle","Not Listed","Cincinnati Bengals",1
"84","Mason Schreck","TE","Toe","Not Listed","Cincinnati Bengals",1
"212","Allen Bailey","DL","Knee","Not Listed","Kansas City Chiefs",1
"311","Eric Berry","DB","Heel","Doubtful","Kansas City Chiefs",1
"411","Justin Hamilton","DL","Ankle","Not Listed","Kansas City Chiefs",1
"510","Marcus Kemp","WR","Ankle","Not Listed","Kansas City Chiefs",1
"610","Reggie Ragland","LB","Knee","Not Listed","Kansas City Chiefs",1
"213","Jahleel Addae","S","Shoulder","Not Listed","Los Angeles Chargers",1
"312","Jatavis Brown","OLB","Ankle","Out","Los Angeles Chargers",1
"412","Austin Ekeler","RB","Groin","Questionable","Los Angeles Chargers",1
"511","Dan Feeney","G","Knee","Not Listed","Los Angeles Chargers",1
"611","Melvin Gordon III","RB","Ankle","Not Listed","Los Angeles Chargers",1
"77","Brandon Mebane","NT","Not Injury Related","Doubtful","Los Angeles Chargers",1
"85","Sam Tevi","T","Groin","Not Listed","Los Angeles Chargers",1
"214","Joe Jones","ILB","Hamstring","Not Listed","Denver Broncos",1
"313","Sam Jones","G","Low Back","Not Listed","Denver Broncos",1
"413","Ron Leary","G","Knee","Not Listed","Denver Broncos",1
"512","Brandon Marshall","ILB","Knee","Not Listed","Denver Broncos",1
"612","Tim Patrick","WR","Calf","Not Listed","Denver Broncos",1
"78","Shane Ray","OLB","Wrist","Not Listed","Denver Broncos",1
"86","Bradley Roby","CB","Wrist","Not Listed","Denver Broncos",1
"93","Derek Wolfe","DE","Hand","Not Listed","Denver Broncos",1
"215","Marshawn Lynch","RB","Groin","Not Listed","Oakland Raiders",1
"314","Nick Nelson","CB","Hamstring","Not Listed","Oakland Raiders",1
"414","Kelechi Osemele","G/T","Back","Not Listed","Oakland Raiders",1
"513","DeAndré Washington","RB","Knee","Out","Oakland Raiders",1
"613","Tahir Whitehead","LB","Ankle","Not Listed","Oakland Raiders",1
"216","Tavon Austin","WR","Groin","Questionable","Dallas Cowboys",1
"315","Tyrone Crawford","DL","Neck","Not Listed","Dallas Cowboys",1
"415","David Irving","DL","Ankle","Out","Dallas Cowboys",1
"514","Sean Lee","LB","Hamstring","Not Listed","Dallas Cowboys",1
"614","Zack Martin","G","Knee","Not Listed","Dallas Cowboys",1
"79","Tyron Smith","T","Neck","Not Listed","Dallas Cowboys",1
"87","Xavier Su'a-Filo","G","Ankle","Not Listed","Dallas Cowboys",1
"94","Darian Thompson","S","Groin","Questionable","Dallas Cowboys",1
"217","D.J. Alexander","LB","Hamstring","Out","Philadelphia Eagles",1
"316","Michael Bennett","DE","Foot","Questionable","Philadelphia Eagles",1
"416","Fletcher Cox","DT","Knee","Not Listed","Philadelphia Eagles",1
"515","Nick Foles","QB","Ribs","Not Listed","Philadelphia Eagles",1
"615","Sidney Jones","CB","Hamstring","Out","Philadelphia Eagles",1
"710","Jason Kelce","C","Knee","Not Listed","Philadelphia Eagles",1
"88","Avonte Maddox","CB","Oblique","Questionable","Philadelphia Eagles",1
"95","Jason Peters","T","Quadricep","Questionable","Philadelphia Eagles",1
"103","Isaac Seumalo","OL","Chest","Questionable","Philadelphia Eagles",1
"113","Wendell Smallwood","RB","Hand","Not Listed","Philadelphia Eagles",1
"123","Mike Wallace","WR","Ankle","Out","Philadelphia Eagles",1
"133","Carson Wentz","QB","Back","Out","Philadelphia Eagles",1
"218","Zach Brown","LB","Oblique","Not Listed","Washington Redskins",1
"317","Jamison Crowder","WR","Personal","Not Listed","Washington Redskins",1
"417","Maurice Harris","WR","Concussion","Out","Washington Redskins",1
"516","Ryan Kerrigan","LB","Hip","Not Listed","Washington Redskins",1
"616","Colt McCoy","QB","Right Thumb","Not Listed","Washington Redskins",1
"711","Trent Williams","T","Knee","Not Listed","Washington Redskins",1
"219","Lorenzo Carter","OLB","Illness","(-)","New York Giants",1
"318","Tae Davis","ILB","Hamstring","OUT","New York Giants",1
"418","Olivier Vernon","OLB","Ankle","OUT","New York Giants",1
"220","Jermon Bushrod","T","Not Injury Related","Questionable","New Oleans Saints",1
"319","Andrus Peat","T","Quad","Questionable","New Oleans Saints",1
"221","Brendan Mahon","G","Neck","Not Listed","Carolina Panthers",1
"320","Chris Manhertz","TE","Foot","Questionable","Carolina Panthers",1
"419","Greg Olsen","TE","Back","Questionable","Carolina Panthers",1
"517","Curtis Samuel","WR","Medical Illness","Out","Carolina Panthers",1
"617","Amini Silatolu","G","Knee","Questionable","Carolina Panthers",1
"712","Daryl Williams","T","Knee","Questionable","Carolina Panthers",1
"222","Vinny Curry","DE","Not Injury Related","Not Listed","Tampa Bay Buccaneers",1
"321","Evan Smith","OL","Hip","Not Listed","Tampa Bay Buccaneers",1
"420","Brent Grimes","CB","Groin","Out","Tampa Bay Buccaneers",1
"518","Donovan Smith","T","Knee","Questionable","Tampa Bay Buccaneers",1
"618","M.J. Stewart","CB","Foot","Not Listed","Tampa Bay Buccaneers",1
"713","Vita Vea","DT","Calf","Out","Tampa Bay Buccaneers",1
"223","Taylor Gabriel","WR","Ribs","Not Listed","Chicago Bears",1
"322","DeAndre Houston-Carson","FS","Ribs","Questionable","Chicago Bears",1
"421","Eddie Jackson","FS","Ankle","Questionable","Chicago Bears",1
"519","Kyle Long","OG","Non-injury/resting veteran","Not Listed","Chicago Bears",1
"619","Aaron Lynch","LB","Elbow","Doubtful","Chicago Bears",1
"714","Anthony Miller","WR","Shoulder","Not Listed","Chicago Bears",1
"89","Bilal Nichols","DT","Knee","Questionable","Chicago Bears",1
"96","Allen Robinson II","WR","Ribs","Not Listed","Chicago Bears",1
"224","Mackensie Alexander","CB","Ankle","Doubtful","Minnesota Vikings",1
"323","Aviante Collins","T","Elbow","Out","Minnesota Vikings",1
"422","Pat Elflein","C","Ankle/Shoulder","Out","Minnesota Vikings",1
"520","Riley Reiff","T","Foot","Not Listed","Minnesota Vikings",1
"620","Xavier Rhodes","CB","Hamstring","Questionable","Minnesota Vikings",1
"715","Marcus Sherels","CB","Hamstring","Not Listed","Minnesota Vikings",1
"810","Roc Thomas","RB","Ankle","Out","Minnesota Vikings",1
"225","Oren Burks","LB","Shoulder","Questionable","Green Bay Packers",1
"324","James Crawford","LB","Hamstring","Questionable","Green Bay Packers",1
"423","Trevor Davis","WR","Hamstring","Doubtful","Green Bay Packers",1
"521","Josh Jones","S","Ankle","Out","Green Bay Packers",1
"226","Andrew Donnal","OL","knee","Out","Detroit Lions",1
"325","Ricky Jean Francois","DT","illness","Not Listed","Detroit Lions",1
"227","Mark Barron","LB","Ankle","Doubtful","Los Angeles Rams",1
"326","Justin Davis","RB","Hamstring","Not Listed","Los Angeles Rams",1
"228","Doug Baldwin","WR","Knee","Not Listed","Seattle Seahawks",1
"327","Duane Brown","T","Knee","Not Listed","Seattle Seahawks",1
"424","Chris Carson","RB","NIR","Not Listed","Seattle Seahawks",1
"522","Mike Davis","RB","Foot","Not Listed","Seattle Seahawks",1
"621","D.J. Fluker","G/T","Hamstring","Not Listed","Seattle Seahawks",1
"716","Shaquill Griffin","CB","Ankle","Not Listed","Seattle Seahawks",1
"811","Dion Jordan","DE","Knee","Not Listed","Seattle Seahawks",1
"97","Tre Madden","FB","Hamstring","Doubtful","Seattle Seahawks",1
"104","Bradley McDougald","FS","Knee","Not Listed","Seattle Seahawks",1
"114","J.R. Sweezy","G","Foot","Questionable","Seattle Seahawks",1
"124","Tedric Thompson","FS","Ankle","Not Listed","Seattle Seahawks",1
"229","Garry Gilliam","OL","Concussion","Not Listed","San Francisco 49ers",1
"328","Erik Magnuson","OL","Hamstring","Out","San Francisco 49ers",1
"425","Malcolm Smith","LB","Hamstring","Doubtful","San Francisco 49ers",1
"523","Jimmie Ward","DB","Quadricep","Not Listed","San Francisco 49ers",1
"622","Dekoda Watson","LB","Hamstring","Out","San Francisco 49ers",1
