"","Player","Position","Injury","Game Status","Team","Week"
"43","James Carpenter","G","Shoulder/Ankle","Not Listed","New York Jets",8
"53","Morris Claiborne","CB","Shoulder/Foot","Questionable","New York Jets",8
"63","Isaiah Crowell","RB","Foot","Not Listed","New York Jets",8
"73","Quincy Enunwa","WR","Ankle","Out","New York Jets",8
"83","Trumaine Johnson","CB","Quadriceps","Doubtful","New York Jets",8
"93","Darron Lee","LB","Illness","Not Listed","New York Jets",8
"103","Spencer Long","C","Knee/Finger","Questionable","New York Jets",8
"112","Marcus Maye","S","Thumb","Questionable","New York Jets",8
"122","Kevin Pierre-Louis","LB","Foot","Questionable","New York Jets",8
"131","Andre Roberts","WR","Foot/Ankle","Not Listed","New York Jets",8
"141","Buster Skrine","CB","Concussion","Not Listed","New York Jets",8
"151","Leonard Williams","DL","Back","Not Listed","New York Jets",8
"24","Aaron Colvin","CB","Ankle","Out","Houston Texans",8
"34","Keke Coutee","WR","Hamstring","Out","Houston Texans",8
"44","Will Fuller V","WR","Hip","Not Listed","Houston Texans",8
"54","Zach Fulton","C/G","Ankle","Out","Houston Texans",8
"64","Ryan Griffin","TE","Illness","Out","Houston Texans",8
"74","Andre Hal","S","Shoulder","Out","Houston Texans",8
"84","DeAndre Hopkins","WR","Foot","Not Listed","Houston Texans",8
"94","Johnathan Joseph","CB","Hip","Not Listed","Houston Texans",8
"104","Lamar Miller","RB","Chest","Not Listed","Houston Texans",8
"113","Brian Peters","ILB","Ankle","Out","Houston Texans",8
"123","Brennan Scarlett","OLB","Groin","Not Listed","Houston Texans",8
"132","Jordan Thomas","TE","Groin","Not Listed","Houston Texans",8
"142","Deshaun Watson","QB","Chest","Not Listed","Houston Texans",8
"152","J.J. Watt","DE","Knees","Not Listed","Houston Texans",8
"161","Shareece Wright","CB","Shoulder/Hand/Groin","Out","Houston Texans",8
"25","Denico Autry","DT/DE","Ankle","Not Listed","Indianapolis Colts",8
"35","Jack Doyle","TE","Hip","Not Listed","Indianapolis Colts",8
"45","Clayton Geathers","S","Neck","Questionable","Indianapolis Colts",8
"55","Ryan Grant","WR","Ankle","Out","Indianapolis Colts",8
"65","Malik Hooker","S","Hip","Out","Indianapolis Colts",8
"75","Dontrelle Inman","WR","Neck","Not Listed","Indianapolis Colts",8
"85","Darius Leonard","LB","Ankle","Not Listed","Indianapolis Colts",8
"95","Marlon Mack","RB","Ankle","Questionable","Indianapolis Colts",8
"105","Zach Pascal","WR","Head","Questionable","Indianapolis Colts",8
"114","Jabaal Sheard","DE","Abdomen","Questionable","Indianapolis Colts",8
"124","Erik Swoope","TE","Knee","Out","Indianapolis Colts",8
"133","Adam Vinatieri","K","Right Groin","Questionable","Indianapolis Colts",8
"143","Jihad Ward","DT","Ankle (Placed On IR)","Out","Indianapolis Colts",8
"26","A.J. Bouye","CB","Calf","Out","Jacksonville Jaguars",8
"36","Calais Campbell","DL","Ankle/Hip","Not Listed","Jacksonville Jaguars",8
"46","Marcell Dareus","DT","Illness","Not Listed","Jacksonville Jaguars",8
"56","Leonard Fournette","RB","Hamstring","Out","Jacksonville Jaguars",8
"66","D.J. Hayden","CB","Toe","Doubtful","Jacksonville Jaguars",8
"76","Tre Herndon","CB","Hamstring","Not Listed","Jacksonville Jaguars",8
"86","Brandon Linder","OL","Knee","Not Listed","Jacksonville Jaguars",8
"96","Andrew Norwell","OL","Foot","Not Listed","Jacksonville Jaguars",8
"106","James O'Shaughnessy","TE","Hip","Out","Jacksonville Jaguars",8
"115","Jermey Parnell","OL","Shoulder","Not Listed","Jacksonville Jaguars",8
"125","Tyler Patmon","CB","Neck","Out","Jacksonville Jaguars",8
"27","Morgan Burnett","S","Goin","Not Listed","Pittsburgh Steelers",8
"37","L.J. Fort","LB","Ankle","Not Listed","Pittsburgh Steelers",8
"47","Ramon Foster","G","Coaches Decision","Not Listed","Pittsburgh Steelers",8
"57","Marcus Gilbert","OT","Knee","Out","Pittsburgh Steelers",8
"67","Xavier Grimble","TE","Concussion","Not Listed","Pittsburgh Steelers",8
"77","Darrius Heyward-Bey","WR","Ankle","Not Listed","Pittsburgh Steelers",8
"87","Maurkice Pouncey","C","Coaches Decision","Not Listed","Pittsburgh Steelers",8
"28","Anthony Averett","CB","Hamstring","Questionable","Baltimore Ravens",8
"38","Bradley Bozeman","C","Calf","Questionable","Baltimore Ravens",8
"48","John Brown","WR","NIR","Not Listed","Baltimore Ravens",8
"58","Brandon Carr","CB","Knee","Not Listed","Baltimore Ravens",8
"68","Michael Crabtree","WR","NIR","Not Listed","Baltimore Ravens",8
"78","Marlon Humphrey","CB","Thigh","Out","Baltimore Ravens",8
"88","James Hurst","G/T","Back","Out","Baltimore Ravens",8
"97","Anthony Levine Sr.","DB/LB","Hamstring","Questionable","Baltimore Ravens",8
"107","Alex Lewis","G/T","Neck","Doubtful","Baltimore Ravens",8
"116","Jimmy Smith","CB","Groin","Questionable","Baltimore Ravens",8
"126","Eric Weddle","S","NIR","Not Listed","Baltimore Ravens",8
"29","Giovani Bernard","HB","Knee","Out","Cincinnati Bengals",8
"39","Vontaze Burfict","LB","Hip","Out","Cincinnati Bengals",8
"49","Darqueze Dennard","CB","Sternoclavicular","Out","Cincinnati Bengals",8
"59","Jake Fisher","OT","Back","Not Listed","Cincinnati Bengals",8
"69","Clark Harris","LS","Concussion","Not Listed","Cincinnati Bengals",8
"79","Bobby Hart","OT","Back","Not Listed","Cincinnati Bengals",8
"89","Dre Kirkpatrick","CB","Achilles","Not Listed","Cincinnati Bengals",8
"98","Tyler Kroft","TE","Foot","Out","Cincinnati Bengals",8
"108","Billy Price","C","Foot","Doubtful","Cincinnati Bengals",8
"117","John Ross","WR","Groin","Out","Cincinnati Bengals",8
"127","Nick Vigil","LB","Knee","Out","Cincinnati Bengals",8
"134","Adolphus Washington","DT","Coccyx","Not Listed","Cincinnati Bengals",8
"210","Genard Avery","LB","Elbow","Not Listed","Cleveland Browns",8
"310","Darren Fells","TE","Knee","Not Listed","Cleveland Browns",8
"410","E.J. Gaines","DB","Concussion","Out","Cleveland Browns",8
"510","Desmond Harrison","OL","Ankle","Not Listed","Cleveland Browns",8
"610","Rashard Higgins","WR","Knee","Out","Cleveland Browns",8
"710","David Njoku","TE","Knee","Not Listed","Cleveland Browns",8
"810","Emmanuel Ogbah","DL","Elbow","Not Listed","Cleveland Browns",8
"99","Jabrill Peppers","DB","Ankle","Not Listed","Cleveland Browns",8
"109","Brian Price","DL","Knee","Not Listed","Cleveland Browns",8
"118","Damarious Randall","DB","Groin, Ankle","Questionable","Cleveland Browns",8
"128","Joe Schobert","LB","Hamstring","Out","Cleveland Browns",8
"135","Chris Smith","DL","Not Injury Related","Not Listed","Cleveland Browns",8
"144","JC Tretter","OL","Ankle","Questionable","Cleveland Browns",8
"211","Eric Berry","DB","Heel","Doubtful","Kansas City Chiefs",8
"311","Cam Erving","OL","Quad","Not Listed","Kansas City Chiefs",8
"411","Justin Houston","LB","Hamstring","Doubtful","Kansas City Chiefs",8
"511","Tanoh Kpassagnon","LB","Ankle","Not Listed","Kansas City Chiefs",8
"611","Mitch Morse","OL","Concussion","Out","Kansas City Chiefs",8
"711","Eric Murray","DB","Ankle","Not Listed","Kansas City Chiefs",8
"811","Spencer Ware","RB","Ankle","Not Listed","Kansas City Chiefs",8
"212","Nico Falah","G/C","Concussion","Questionable","Denver Broncos",8
"312","Royce Freeman","RB","Ankle","Out","Denver Broncos",8
"412","DaeSean Hamilton","WR","Knee","Out","Denver Broncos",8
"512","Matt LaCosse","TE","Knee","Not Listed","Denver Broncos",8
"612","Brandon Marshall","ILB","Knee","Questionable","Denver Broncos",8
"712","Von Miller","OLB","Ankle","Questionable","Denver Broncos",8
"812","Shane Ray","OLB","Ankle/Wrist","Doubtful","Denver Broncos",8
"910","Darian Stewart","S","Neck","Out","Denver Broncos",8
"1010","Dymonte Thomas","S","Chest","Not Listed","Denver Broncos",8
"119","Jared Veldheer","T","Knee","Out","Denver Broncos",8
"213","Jon Feliciano","G/C","Ribs","Not Listed","Oakland Raiders",8
"313","Dwayne Harris","WR/RS","Shoulder","Not Listed","Oakland Raiders",8
"413","Rodney Hudson","C","Ankle","Not Listed","Oakland Raiders",8
"513","Gabe Jackson","G","Pectoral","Not Listed","Oakland Raiders",8
"613","Karl Joseph","S","Hamstring","Not Listed","Oakland Raiders",8
"713","Kolton Miller","T","Knee","Not Listed","Oakland Raiders",8
"813","Kelechi Osemele","G/T","Knee","Questionable","Oakland Raiders",8
"911","Seth Roberts","WR","Concussion","Not Listed","Oakland Raiders",8
"1011","Frostee Rucker","DT","Neck","Not Listed","Oakland Raiders",8
"1110","Daryl Worley","CB","Ankle","Questionable","Oakland Raiders",8
"214","D.J. Alexander","LB","Quadricep","Not Listed","Philadelphia Eagles",8
"314","Rasul Douglas","CB","Not Injury Related - Personal","Not Listed","Philadelphia Eagles",8
"414","Nathan Gerry","LB","Ankle, Knee","Out","Philadelphia Eagles",8
"514","Corey Graham","S","Hamstring","Out","Philadelphia Eagles",8
"614","Lane Johnson","T","Ankle","Not Listed","Philadelphia Eagles",8
"714","Sidney Jones","CB","Hamstring","Out","Philadelphia Eagles",8
"814","Haloti Ngata","DT","Calf","Questionable","Philadelphia Eagles",8
"912","Jason Peters","T","Biceps","Not Listed","Philadelphia Eagles",8
"1012","Wendell Smallwood","RB","Not Injury Related","Not Listed","Philadelphia Eagles",8
"1111","Darren Sproles","RB","Hamstring","Out","Philadelphia Eagles",8
"129","Carson Wentz","QB","Back","Not Listed","Philadelphia Eagles",8
"215","Troy Apke","S","Hamstring","Not Listed","Washington Redskins",8
"315","Zach Brown","LB","Oblique/Illness","Not Listed","Washington Redskins",8
"415","Jamison Crowder","WR","Ankle","Not Listed","Washington Redskins",8
"515","Quinton Dunbar","CB","Shin","Not Listed","Washington Redskins",8
"615","Josh Harvey-Clemons","LB","Shoulder","Not Listed","Washington Redskins",8
"715","Danny Johnson","CB","Forearm","Not Listed","Washington Redskins",8
"815","Ryan Kerrigan","LB","Chest","Not Listed","Washington Redskins",8
"913","Shawn Lauvao","G","Calf","Not Listed","Washington Redskins",8
"1013","Colt McCoy","QB","Right Thumb","Not Listed","Washington Redskins",8
"1112","Fabian Moreau","CB","Ankle","Not Listed","Washington Redskins",8
"1210","Morgan Moses","T","Elbow","Not Listed","Washington Redskins",8
"136","Adrian Peterson","RB","Ankle/Shoulder","Not Listed","Washington Redskins",8
"145","Paul Richardson Jr.","WR","Shoulder/Knee","Not Listed","Washington Redskins",8
"153","Brandon Scherff","G","Knee","Not Listed","Washington Redskins",8
"162","Chris Thompson","RB","Rib/Knee","Not Listed","Washington Redskins",8
"171","Trent Williams","T","Knee","Not Listed","Washington Redskins",8
"216","Jawill Davis","WR","Concussion","OUT","New York Giants",8
"316","Alec Ogletree","LB","Hamstring","OUT","New York Giants",8
"416","Russell Shepard","WR","Neck","(-)","New York Giants",8
"217","Jermon Bushrod","T","NIR","Not Listed","New Oleans Saints",8
"317","Mitchell Loewen","DL","Neck","Out","New Oleans Saints",8
"218","Mike Adams","S","Rest","Not Listed","Carolina Panthers",8
"318","Mario Addison","DE","Back","Not Listed","Carolina Panthers",8
"417","Rashaan Gaulden","S","Ankle","Doubtful","Carolina Panthers",8
"516","Cam Newton","QB","Right Shoulder","Not Listed","Carolina Panthers",8
"616","Greg Olsen","TE","Foot","Not Listed","Carolina Panthers",8
"716","Julius Peppers","DE","Rest","Not Listed","Carolina Panthers",8
"816","Andre Smith","LB","Hamstring","Out","Carolina Panthers",8
"914","Torrey Smith","WR","Knee","Out","Carolina Panthers",8
"219","Peyton Barber","RB","Ankle","Not Listed","Tampa Bay Buccaneers",8
"319","Vinny Curry","DE","Ankle","Out","Tampa Bay Buccaneers",8
"418","Demar Dotson","T","Knee/Shoulder","Not Listed","Tampa Bay Buccaneers",8
"517","Gerald McCoy","DT","Calf","Out","Tampa Bay Buccaneers",8
"617","Jason Pierre-Paul","DE","Ribs","Not Listed","Tampa Bay Buccaneers",8
"220","Bryce Callahan","CB","Ankle","Not Listed","Chicago Bears",8
"320","Akiem Hicks","DT","Rib","Not Listed","Chicago Bears",8
"419","Eric Kush","OG","Neck","Out","Chicago Bears",8
"518","Khalil Mack","LB","Ankle","Questionable","Chicago Bears",8
"618","Allen Robinson II","WR","Groin","Questionable","Chicago Bears",8
"717","Roquan Smith","LB","Wrist","Not Listed","Chicago Bears",8
"817","Cody Whitehair","C","Shoulder","Not Listed","Chicago Bears",8
"221","Anthony Barr","LB","Hamstring","Out","Minnesota Vikings",8
"321","Kentrell Brothers","OLB","Groin","Not Listed","Minnesota Vikings",8
"420","Tom Compton","G","Knee","Out","Minnesota Vikings",8
"519","Dalvin Cook","RB","Hamstring","Out","Minnesota Vikings",8
"619","Everson Griffen","DE","Not Injury Related","Not Listed","Minnesota Vikings",8
"718","Anthony Harris","SS","Knee","Not Listed","Minnesota Vikings",8
"818","Linval Joseph","DT","Ankle/Knee","Questionable","Minnesota Vikings",8
"915","Riley Reiff","T","Foot","Doubtful","Minnesota Vikings",8
"1014","Xavier Rhodes","CB","Foot","Questionable","Minnesota Vikings",8
"1113","Andrew Sendejo","S","Groin","Out","Minnesota Vikings",8
"1211","Brandon Zylstra","WR","Neck","Not Listed","Minnesota Vikings",8
"222","Jaire Alexander","CB","Groin","Not Listed","Green Bay Packers",8
"322","Geronimo Allison","WR","Hamstring","Not Listed","Green Bay Packers",8
"421","Bashaud Breeland","CB","Hamstring","Not Listed","Green Bay Packers",8
"520","Bryan Bulaga","T","Knee","Not Listed","Green Bay Packers",8
"620","Randall Cobb","WR","Hamstring","Questionable","Green Bay Packers",8
"719","Jimmy Graham","TE","Knee","Not Listed","Green Bay Packers",8
"819","Nick Perry","LB","Ankle","Not Listed","Green Bay Packers",8
"916","Aaron Rodgers","QB","Knee","Not Listed","Green Bay Packers",8
"1015","Jason Spriggs","T","Ankl","Questionable","Green Bay Packers",8
"1114","Equanimeous St. Brown","WR","Knee","Questionable","Green Bay Packers",8
"223","Ezekiel Ansah","DE","shoulder","Questionable","Detroit Lions",8
"323","Jarrad Davis","LB","calf","Questionable","Detroit Lions",8
"422","Theo Riddick","RB","knee","Out","Detroit Lions",8
"521","Darius Slay","CB","toe","Not Listed","Detroit Lions",8
"224","Ed Dickson","TE","Quadriceps","Not Listed","Seattle Seahawks",8
"324","D.J. Fluker","G/T","Knee","Not Listed","Seattle Seahawks",8
"423","Rasheem Green","DE","Ankle","Questionable","Seattle Seahawks",8
"522","Dion Jordan","DE","Knee","Not Listed","Seattle Seahawks",8
"621","Rashaad Penny","RB","Finger","Not Listed","Seattle Seahawks",8
"720","Jarran Reed","DT","Illness","Not Listed","Seattle Seahawks",8
"820","Jordan Simmons","G","Calf","Doubtful","Seattle Seahawks",8
"917","Shamar Stephen","DT","Foot","Not Listed","Seattle Seahawks",8
"1016","Neiko Thorpe","CB","Groin","Doubtful","Seattle Seahawks",8
"1115","Nick Vannett","TE","Back","Not Listed","Seattle Seahawks",8
"1212","K.J. Wright","LB","Knee","Not Listed","Seattle Seahawks",8
"225","Matt Breida","RB","Ankle","Questionable","San Francisco 49ers",8
"325","Pierre Garçon","WR","Shoulder, Knee","Out","San Francisco 49ers",8
"424","Joshua Garnett","G","Toe","Not Listed","San Francisco 49ers",8
"523","Mike Person","OL","Knee","Not Listed","San Francisco 49ers",8
"622","Dante Pettis","WR","Knee","Not Listed","San Francisco 49ers",8
"721","Weston Richburg","C","Knee","Questionable","San Francisco 49ers",8
"821","Richard Sherman","CB","Calf","Questionable","San Francisco 49ers",8
"918","Joe Staley","T","Not Injury Related","Not Listed","San Francisco 49ers",8
"1017","Jaquiski Tartt","S","Shoulder","Not Listed","San Francisco 49ers",8
"1116","Solomon Thomas","DL","Thigh","Not Listed","San Francisco 49ers",8
"1213","Jimmie Ward","DB","Hamstring","Not Listed","San Francisco 49ers",8
"226","Tre Boston","S","Shoulder/Ribs","Out","Arizona Cardinals",8
"326","Josh Bynes","LB","Wrist","Not Listed","Arizona Cardinals",8
"425","Phil Dawson","K","Right Hip","Questionable","Arizona Cardinals",8
"524","Larry Fitzgerald","WR","Hamstring","Not Listed","Arizona Cardinals",8
"623","Jermaine Gresham","TE","Heel","Questionable","Arizona Cardinals",8
"722","Mike Iupati","OL","Back","Questionable","Arizona Cardinals",8
"822","Corey Peters","DT","Ankle","Questionable","Arizona Cardinals",8
"919","Justin Pugh","OL","Hand","Questionable","Arizona Cardinals",8
"1018","Josh Rosen","QB","Toe","Not Listed","Arizona Cardinals",8
"1117","Ricky Seals-Jones","TE","Forearm","Not Listed","Arizona Cardinals",8
"1214","Jeremy Vujnovich","OL","Hamstring","Out","Arizona Cardinals",8
